age,workclass,education,marital-status,race,sex,hours-per-week,incomeclass
40, Private, HS-grad, Never-married, White, Male,25, <=50K
27, Private, Bachelors, Never-married, White, Male,50, <=50K
24, Local-gov, Some-college, Separated, White, Male,60, <=50K
42, Private, HS-grad, Divorced, White, Female,40, <=50K
41, Private, HS-grad, Separated, White, Female,40, <=50K
23, Private, Some-college, Never-married, White, Male,10, <=50K
42, Self-emp-not-inc, Masters, Married-civ-spouse, White, Male,65, <=50K
38, Private, HS-grad, Married-civ-spouse, White, Male,40, >50K
63, Self-emp-not-inc, 7th-8th, Married-civ-spouse, White, Male,30, <=50K
31, Private, HS-grad, Married-civ-spouse, White, Male,40, <=50K
18, Self-emp-not-inc, 11th, Never-married, White, Female,4, <=50K
21, Private, Some-college, Never-married, White, Male,30, <=50K
24, Private, Bachelors, Married-civ-spouse, Asian-Pac-Islander, Female,40, <=50K
55, Private, Some-college, Married-civ-spouse, White, Male,40, <=50K
20, Private, 9th, Never-married, Black, Female,20, <=50K
31, Private, Some-college, Divorced, White, Female,30, <=50K
23, Private, Some-college, Never-married, White, Female,20, <=50K
35, Private, HS-grad, Married-civ-spouse, White, Male,40, <=50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, White, Male,60, <=50K
19, Private, Some-college, Never-married, White, Female,30, <=50K
38, Local-gov, HS-grad, Divorced, White, Male,56, <=50K
52, Local-gov, HS-grad, Married-civ-spouse, White, Male,40, <=50K
70, Self-emp-not-inc, Prof-school, Married-civ-spouse, White, Male,25, <=50K
53, Private, 10th, Divorced, White, Male,40, <=50K
59, Private, Doctorate, Married-civ-spouse, White, Male,40, >50K
39, Private, Some-college, Married-civ-spouse, White, Male,43, <=50K
18, Private, 12th, Never-married, White, Female,20, <=50K
41, ?, HS-grad, Never-married, White, Female,30, <=50K
19, ?, Some-college, Never-married, White, Male,10, <=50K
24, Private, Some-college, Divorced, White, Female,40, <=50K
25, Private, HS-grad, Never-married, White, Female,38, <=50K
32, Private, Some-college, Never-married, Black, Male,40, <=50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, White, Male,60, >50K
35, Private, HS-grad, Never-married, White, Female,40, <=50K
50, Private, HS-grad, Married-civ-spouse, White, Male,45, >50K
18, Private, HS-grad, Never-married, White, Male,20, <=50K
37, Private, HS-grad, Never-married, White, Male,42, <=50K
30, Private, Some-college, Never-married, White, Female,36, <=50K
40, Self-emp-inc, Masters, Married-civ-spouse, White, Female,30, >50K
22, Private, HS-grad, Never-married, White, Female,40, <=50K
50, Local-gov, Some-college, Separated, Black, Female,28, <=50K
70, Private, HS-grad, Divorced, White, Female,23, <=50K
43, Private, Masters, Married-civ-spouse, White, Male,40, >50K
77, Self-emp-not-inc, Some-college, Never-married, White, Male,40, <=50K
30, Self-emp-not-inc, HS-grad, Married-civ-spouse, White, Male,40, <=50K
33, Private, Some-college, Married-civ-spouse, White, Male,39, <=50K
51, Private, Some-college, Married-civ-spouse, White, Male,50, >50K
58, State-gov, Masters, Married-civ-spouse, White, Male,50, >50K
22, Private, Some-college, Never-married, White, Male,12, <=50K
33, Private, HS-grad, Married-civ-spouse, Black, Male,40, <=50K
27, Private, 11th, Married-civ-spouse, White, Male,40, <=50K
35, Private, Some-college, Never-married, White, Male,60, <=50K
32, Private, Some-college, Divorced, White, Female,55, <=50K
41, Private, Bachelors, Married-civ-spouse, White, Female,25, >50K
37, Private, Some-college, Married-civ-spouse, White, Male,40, <=50K
17, Private, 11th, Never-married, White, Male,15, <=50K
50, Private, Bachelors, Divorced, White, Male,55, >50K
31, ?, HS-grad, Married-civ-spouse, Asian-Pac-Islander, Male,40, <=50K
54, State-gov, HS-grad, Separated, White, Female,38, <=50K
23, State-gov, HS-grad, Never-married, Black, Male,40, <=50K
40, Private, Bachelors, Divorced, White, Female,20, <=50K
29, Private, Bachelors, Married-civ-spouse, White, Male,40, <=50K
38, Private, HS-grad, Married-spouse-absent, White, Male,35, <=50K
30, Private, Assoc-voc, Married-civ-spouse, White, Male,55, <=50K
20, Private, Some-college, Never-married, Asian-Pac-Islander, Male,8, <=50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, White, Male,50, <=50K
25, Private, Some-college, Never-married, White, Male,25, <=50K
39, Private, Masters, Married-civ-spouse, White, Male,50, >50K
48, Private, Assoc-acdm, Married-civ-spouse, White, Male,50, >50K
41, Self-emp-not-inc, HS-grad, Divorced, White, Female,40, <=50K
24, Private, Bachelors, Never-married, White, Male,30, <=50K
20, Private, Some-college, Never-married, White, Male,40, <=50K
25, Private, Some-college, Never-married, White, Female,40, <=50K
57, Private, Some-college, Married-civ-spouse, White, Male,40, >50K
39, Private, Some-college, Married-civ-spouse, White, Female,35, >50K
66, Private, Bachelors, Married-civ-spouse, White, Male,40, >50K
34, Private, Some-college, Divorced, White, Female,40, <=50K
36, Private, Bachelors, Divorced, White, Male,40, >50K
46, Private, HS-grad, Married-civ-spouse, White, Female,40, <=50K
42, Local-gov, Masters, Divorced, White, Female,45, <=50K
46, Private, HS-grad, Married-civ-spouse, White, Male,70, >50K
34, Local-gov, HS-grad, Never-married, White, Male,40, <=50K
43, Private, Some-college, Married-civ-spouse, Black, Female,40, <=50K
42, Private, Some-college, Divorced, White, Female,40, <=50K
31, Private, Bachelors, Never-married, White, Male,48, <=50K
70, ?, Some-college, Married-civ-spouse, White, Male,30, <=50K
32, Private, Some-college, Married-civ-spouse, White, Male,40, <=50K
46, Federal-gov, HS-grad, Married-civ-spouse, White, Male,40, >50K
42, Self-emp-inc, 7th-8th, Divorced, White, Male,25, <=50K
21, Private, Assoc-voc, Never-married, White, Male,40, <=50K
24, Private, Bachelors, Never-married, White, Female,40, <=50K
23, Private, HS-grad, Never-married, White, Male,55, <=50K
50, Local-gov, Masters, Married-civ-spouse, White, Male,40, >50K
37, Private, Some-college, Divorced, White, Female,45, <=50K
19, ?, 11th, Never-married, White, Female,30, <=50K
44, Federal-gov, Assoc-acdm, Married-civ-spouse, White, Male,40, >50K
29, Private, HS-grad, Married-civ-spouse, Black, Male,40, <=50K
30, Private, Assoc-voc, Married-civ-spouse, White, Female,24, <=50K
36, Private, Some-college, Married-civ-spouse, White, Male,44, <=50K
49, Self-emp-not-inc, Bachelors, Never-married, White, Male,45, <=50K
29, Private, HS-grad, Divorced, White, Male,40, <=50K
45, Local-gov, HS-grad, Never-married, Black, Female,40, <=50K
75, State-gov, Doctorate, Married-civ-spouse, Black, Male,20, >50K
42, Private, HS-grad, Never-married, White, Female,40, <=50K
37, Private, Assoc-acdm, Divorced, White, Female,40, <=50K
51, Private, Bachelors, Married-civ-spouse, White, Male,25, <=50K
61, Local-gov, HS-grad, Married-civ-spouse, White, Male,48, <=50K
33, Private, Assoc-acdm, Never-married, White, Female,55, <=50K
50, Local-gov, HS-grad, Married-civ-spouse, Black, Male,40, <=50K
59, Private, HS-grad, Never-married, White, Male,40, <=50K
25, Private, HS-grad, Never-married, White, Female,30, <=50K
22, Private, HS-grad, Never-married, White, Male,16, <=50K
56, Private, Some-college, Married-civ-spouse, White, Male,40, >50K
44, Private, Bachelors, Never-married, Black, Female,40, <=50K
35, Private, Assoc-voc, Married-civ-spouse, White, Male,50, <=50K
57, Private, HS-grad, Never-married, White, Male,40, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, White, Male,50, >50K
27, Private, Bachelors, Never-married, White, Female,40, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, White, Male,20, <=50K
30, Private, Bachelors, Never-married, Black, Male,40, <=50K
46, Private, 11th, Married-civ-spouse, Black, Male,40, <=50K
48, Self-emp-inc, Prof-school, Married-civ-spouse, White, Male,60, >50K
61, Private, Bachelors, Divorced, White, Male,40, >50K
33, Private, HS-grad, Never-married, White, Male,87, <=50K
40, Private, HS-grad, Married-civ-spouse, Black, Male,40, <=50K
58, Self-emp-inc, Some-college, Married-civ-spouse, White, Male,65, >50K
46, Self-emp-inc, Masters, Married-civ-spouse, White, Male,50, >50K
35, Private, Some-college, Married-civ-spouse, White, Male,40, >50K
51, Self-emp-inc, Some-college, Divorced, White, Female,50, <=50K
37, Private, 12th, Never-married, White, Female,40, <=50K
64, Private, Masters, Married-civ-spouse, Asian-Pac-Islander, Male,60, <=50K
41, Private, HS-grad, Never-married, White, Male,54, <=50K
18, Private, 11th, Never-married, White, Male,30, <=50K
44, Self-emp-not-inc, 11th, Married-civ-spouse, White, Male,88, <=50K
41, State-gov, Bachelors, Married-civ-spouse, Amer-Indian-Eskimo, Female,48, >50K
33, State-gov, Some-college, Separated, White, Male,40, >50K
37, Private, 9th, Separated, White, Female,16, <=50K
34, Private, Some-college, Never-married, White, Female,40, <=50K
24, Federal-gov, Bachelors, Never-married, White, Female,40, <=50K
20, Private, Some-college, Never-married, White, Male,40, <=50K
38, Private, Bachelors, Married-civ-spouse, White, Male,40, <=50K
28, Private, Assoc-voc, Never-married, White, Female,40, <=50K
20, Self-emp-not-inc, HS-grad, Never-married, White, Male,45, <=50K
22, Federal-gov, Bachelors, Never-married, White, Male,8, <=50K
55, Private, Bachelors, Divorced, White, Female,73, <=50K
20, Private, Some-college, Never-married, White, Male,35, <=50K
26, Private, Bachelors, Never-married, White, Female,40, <=50K
20, Self-emp-inc, HS-grad, Never-married, White, Male,70, <=50K
40, Private, 9th, Divorced, White, Female,40, <=50K
33, Private, HS-grad, Married-civ-spouse, White, Male,50, >50K
54, ?, Some-college, Divorced, White, Male,50, <=50K
24, Private, HS-grad, Never-married, White, Female,40, <=50K
25, Private, Some-college, Never-married, White, Male,46, <=50K
18, Private, 11th, Never-married, White, Male,8, <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, White, Male,60, <=50K
17, Private, 12th, Never-married, White, Male,17, <=50K
34, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, White, Male,45, <=50K
37, Private, Bachelors, Married-civ-spouse, White, Male,45, >50K
49, Federal-gov, Some-college, Married-civ-spouse, White, Male,40, >50K
74, Private, HS-grad, Widowed, White, Female,40, >50K
37, Private, HS-grad, Divorced, White, Male,40, <=50K
20, Private, 11th, Married-civ-spouse, White, Male,40, <=50K
40, Private, HS-grad, Married-civ-spouse, White, Female,35, >50K
34, Private, Bachelors, Never-married, White, Male,40, >50K
30, Private, Prof-school, Married-civ-spouse, Black, Male,40, <=50K
44, Private, HS-grad, Separated, White, Female,40, <=50K
40, Private, 10th, Married-civ-spouse, Black, Female,32, <=50K
58, Private, HS-grad, Married-civ-spouse, White, Female,40, <=50K
44, Private, HS-grad, Married-civ-spouse, White, Male,40, <=50K
42, Private, Some-college, Married-civ-spouse, White, Male,25, >50K
39, Private, HS-grad, Never-married, White, Male,18, <=50K
19, Private, HS-grad, Never-married, Black, Male,40, <=50K
41, Private, Masters, Married-civ-spouse, White, Male,70, >50K
29, State-gov, Masters, Never-married, White, Male,40, <=50K
34, Federal-gov, Some-college, Never-married, White, Male,40, <=50K
38, ?, Some-college, Married-civ-spouse, White, Male,15, <=50K
27, Private, Preschool, Married-civ-spouse, White, Male,24, <=50K
54, Private, Some-college, Divorced, White, Female,48, <=50K
40, Private, HS-grad, Widowed, Black, Female,37, <=50K
19, Private, Some-college, Never-married, White, Female,25, <=50K
17, Private, 11th, Never-married, White, Male,10, <=50K
33, Private, Some-college, Married-civ-spouse, White, Male,52, <=50K
80, Private, 7th-8th, Widowed, White, Female,24, <=50K
24, Self-emp-not-inc, HS-grad, Never-married, White, Male,50, <=50K
28, Private, Bachelors, Never-married, White, Male,40, <=50K
55, Private, HS-grad, Married-civ-spouse, White, Female,30, >50K
21, Private, Some-college, Never-married, White, Male,40, <=50K
51, Private, HS-grad, Divorced, White, Female,38, <=50K
19, Private, HS-grad, Never-married, Black, Female,40, <=50K
42, Private, HS-grad, Never-married, White, Female,24, <=50K
60, Self-emp-not-inc, HS-grad, Married-civ-spouse, White, Male,48, <=50K
20, ?, Some-college, Never-married, Black, Female,40, <=50K
51, Private, HS-grad, Divorced, White, Female,40, <=50K
21, Private, Some-college, Never-married, White, Female,40, <=50K
37, State-gov, Some-college, Married-civ-spouse, White, Male,40, <=50K
26, Private, HS-grad, Never-married, White, Male,52, <=50K
42, Federal-gov, Masters, Never-married, White, Female,60, >50K
40, Private, Some-college, Married-civ-spouse, White, Male,40, <=50K
55, Private, Masters, Married-civ-spouse, White, Male,40, >50K
33, Private, HS-grad, Never-married, Black, Male,32, <=50K
62, Private, HS-grad, Married-civ-spouse, White, Male,60, >50K
47, Private, 10th, Divorced, White, Female,30, <=50K
26, Private, 12th, Never-married, Black, Male,51, <=50K
59, Private, HS-grad, Married-spouse-absent, White, Female,20, <=50K
70, Local-gov, Some-college, Widowed, White, Female,17, <=50K
26, Private, Some-college, Never-married, White, Female,20, <=50K
47, Private, 10th, Married-civ-spouse, White, Male,65, <=50K
25, Private, Masters, Never-married, White, Female,43, <=50K
52, Self-emp-inc, Prof-school, Married-civ-spouse, White, Male,60, >50K
46, Private, HS-grad, Married-civ-spouse, White, Male,40, <=50K
67, Private, 10th, Married-civ-spouse, Amer-Indian-Eskimo, Male,20, <=50K
34, Private, Masters, Married-civ-spouse, White, Male,50, >50K
53, State-gov, Some-college, Divorced, White, Female,40, <=50K
22, Private, Bachelors, Never-married, White, Female,35, <=50K
39, Local-gov, HS-grad, Divorced, White, Male,42, <=50K
54, Self-emp-not-inc, HS-grad, Married-civ-spouse, White, Male,35, <=50K
24, Private, Bachelors, Married-civ-spouse, White, Male,40, <=50K
37, Private, HS-grad, Separated, White, Female,38, <=50K
38, Private, 10th, Never-married, White, Male,90, >50K
41, Local-gov, Masters, Never-married, Black, Female,40, <=50K
36, Private, HS-grad, Married-civ-spouse, White, Male,33, <=50K
43, Private, Assoc-voc, Married-civ-spouse, White, Male,40, >50K
39, Private, Bachelors, Divorced, White, Male,40, <=50K
26, Private, Bachelors, Never-married, White, Male,45, <=50K
49, Local-gov, Masters, Never-married, White, Female,40, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, White, Male,55, >50K
43, Private, Some-college, Married-civ-spouse, White, Male,50, >50K
54, Federal-gov, HS-grad, Married-civ-spouse, White, Male,40, >50K
53, Self-emp-inc, 5th-6th, Married-civ-spouse, White, Male,40, >50K
57, Local-gov, Masters, Married-civ-spouse, White, Male,60, <=50K
28, Private, Bachelors, Married-civ-spouse, White, Male,40, >50K
29, Private, Bachelors, Married-civ-spouse, White, Male,40, <=50K
21, Private, HS-grad, Never-married, White, Male,40, <=50K
51, Private, HS-grad, Married-civ-spouse, White, Male,40, <=50K
46, State-gov, HS-grad, Married-civ-spouse, White, Male,40, <=50K
50, Self-emp-inc, Prof-school, Married-civ-spouse, White, Male,75, >50K
50, Self-emp-not-inc, HS-grad, Widowed, Asian-Pac-Islander, Female,48, <=50K
36, Private, HS-grad, Divorced, White, Female,40, <=50K
31, Local-gov, Bachelors, Married-civ-spouse, White, Male,40, <=50K
20, Private, HS-grad, Never-married, White, Female,10, <=50K
36, Private, HS-grad, Married-civ-spouse, White, Male,40, <=50K
38, Private, HS-grad, Divorced, White, Male,40, <=50K
37, Private, Bachelors, Married-civ-spouse, White, Male,45, >50K
39, Private, Masters, Married-civ-spouse, White, Male,40, >50K
18, Private, 10th, Never-married, White, Male,36, <=50K
33, Private, HS-grad, Divorced, White, Male,50, <=50K
35, Private, HS-grad, Never-married, White, Female,40, <=50K
23, Private, Some-college, Never-married, Amer-Indian-Eskimo, Male,40, <=50K
37, Private, Bachelors, Separated, Asian-Pac-Islander, Female,36, <=50K
25, Private, HS-grad, Married-civ-spouse, White, Male,30, <=50K
51, Federal-gov, Assoc-acdm, Married-civ-spouse, Black, Male,40, <=50K
35, Private, HS-grad, Married-civ-spouse, White, Male,40, <=50K
54, Private, 11th, Married-civ-spouse, White, Male,40, <=50K
